Query,Method,Similarity Score (%),Text,Psalm Num,Verse
"Have mercy on me, O God, have mercy on me. For my soul trusts in Thee, and in the shadow of Thy wings will I hope, until iniquity pass away.",SBERT,98.33,Bible,119,An ode of ascents To the Lord in my affliction I cried out and He heard me O Lord deliver my soul from unjust lips And from a deceitful tongue What should be given You and what added to You Against a deceitful tongue The arrows of the Mighty One are sharpened With hot coals from the desert Woe is me My sojourning was prolonged I dwelt with the tents of Kedar My soul sojourned a long time as a resident alien With those who hate peace I was peaceful When I spoke to them they made war against me without cause
"Have mercy on me, O God, have mercy on me. For my soul trusts in Thee, and in the shadow of Thy wings will I hope, until iniquity pass away.",SBERT,98.31,Psalter,57,"If ye do indeed speak righteousness, judge rightly, O ye sons of men. Yea, in your heart ye work wickedness in the earth; your hands devise unrighteousness. Sinners are estranged from the womb; they have gone astray even from the belly, they have spoken lies. Their rage is like that of a serpent, like the asp that is deaf, and stoppeth her ears. Which will not hearken to the voice of charmers, nor heed the charm prepared skilfully by the wise. God shall crush their teeth in their mouth; the Lord hath shattered the great teeth of the lions. They shall come to nought as waters running down; He shall bend his bow until they be weakened. Like wax that is melted, they shall be taken away; fire hath fallen upon them, and they have not seen the sun. Before your thorns can know the briar, He shall swallow them up living in His wrath. The righteous shall rejoice when he seeth the vengeance; he shall wash his hands in the blood of the sinner. And man shall say, If indeed there be fruit for the righteous, verily there is a God that judgeth them upon the earth."
"Have mercy on me, O God, have mercy on me. For my soul trusts in Thee, and in the shadow of Thy wings will I hope, until iniquity pass away.",SBERT,98.3,Bible,116,Alleluia Praise the Lord all you Gentiles Praise Him all you peoples For His mercy rules over us And the truth of the Lord endures forever
mercy,BERT,99.47,Psalter,42,"Judge me, God, and give judgment in my cause against a nation that is not holy; deliver me from an unjust and deceitful man. For Thou, O God, art my strength: why hast Thou cast me off, and why go I mourning while mine enemy oppresseth me? O send out Thy light and Thy truth; they have led me, and brought me unto Thy holy mount, and to Thy tabernacles. And I will go unto the altar of God, unto God Which giveth gladness to my youth; upon the harp will I praise Thee, O God, my God. Why art thou cast down, O my soul, and why dost thou disquiet me? Hope thou in God, for I shall praise Him, the salvation of my countenance, and my God."
mercy,BERT,99.47,Psalter,99,"Shout with jubilation unto God, all the earth; Serve the Lord with gladness; come before His presence with rejoicing. Know ye that the Lord, He is our God; it is He that hath made us, and not we ourselves; we are His people, and the sheep of His pasture. Enter into His gates with thanksgiving, and into His courts with hymns; be thankful unto Him, and praise His name. For the Lord is good; His mercy endureth for ever and ever, and His truth from generation to generation."
mercy,BERT,99.47,Psalter,149,"Sing unto the Lord a new song, His praise is in the congregation of the saints. Let Israel be glad in Him that made him, and let the sons of Zion be joyful in their king. Let them praise His name in the dance; let them sing praises unto Him with the timbrel and psaltery. For the Lord taketh pleasure in His people, and shall exalt the meek with salvation. The saints shall rejoice in glory, and shall exult upon their beds. The high praises of God shall be in their mouth, and twoedged swords in their hands; To execute vengeance among the heathen, and punishments among the peoples; To bind their kings with chains, and their nobles with fetters of iron; To execute among them the judgment written; this glory shall be for all His saints."
mercy,BERT,99.46,Bible,12,For the End a psalm by David How long O Lord Will You forget me to the end How long will You turn Your face from me How long will I take counsel in my soul Having grief in my heart daily How long will my enemy be exalted over me Look upon me and hear me O Lord my God Enlighten my eyes lest I sleep in death Lest my enemy say I prevailed against him Those who afflict me greatly rejoice if I am shaken But I hope in Your mercy My heart shall greatly rejoice in Your salvation I will sing to the Lord who shows kindness to me I will sing to the name of the Lord Most High
mercy,BERT,99.46,Bible,16,A prayer of David Listen O Lord of my righteousness Attend tomy supplication Give ear to my prayer that is not with deceitful lips From Your face let my judgment come Let my eyes behold uprightness You tested my heart when You visited me in the night You tried me in the fire and found nothing unjust in me That my mouth might not speak of the works of men I held to hard ways because of the words of Your lips Restore my steps in Your paths That my footsteps may not slip I cried out because You listened to me O God Incline Your ear tome and hear my words Magnify Your mercies O You who save those who hope in You From those who rise up against Your right hand Keep me as the apple of Your eye In the shelter of Your wings You will shelter me From the face of the ungodly who trouble me My enemies surrounded my soul Their fat enclosed them Their mouth spoke arrogantly Casting me out they now surround me They set their eyes to bend down to the earth They seized me like a lion ready to tear its prey Like a young lion lurking in secret places Arise O Lord outrun them and trip up their heels Rescue my soul from the ungodly And Your sword from the enemies of Your hand O Lord destroy them from the earth Scatter them in their life Their belly is filled with Your hidden things They are satisfied with their sons And they leave their possessions to their children As for me in righteousness I shall behold Your face I shall be satisfied when Your glory is revealed
mercy,SBERT,97.37,Bible,39,For the End a psalm by David Iwaited patiently for the Lord and He heeded me And He heard my supplication And brought me up out of a miserable pit And from miry clay And He established my feet on a rock And kept straight my steps He put a new song in my mouth A hymn to our God Many will see and be afraid And shall hope in the Lord Blessed is the man whose hope is the name of the Lord And who did not look into vanities and false frenzies Many O Lord my God are the wonders You performed And in Your thoughts there is no one who shall be likened to You I declared and said They are multiplied beyond number Sacrifice and offering You did not will But a body You prepared for me A whole burnt offering and a sin offering You did not require Then I said Behold I come it is written of me in the volume of the book I willed to do Your will O my God And Your law in the midst of my heart I proclaimed righteousness in the great church Behold I shall not restrain my lips O Lord You know I did not hide Your righteousness in my heart I declared Your truth and Your salvation I did not hide Your mercy and Your truth from the great congregation O Lord do not remove Your compassion from me May Your mercy and Your truth take hold of me continually For evils without number surrounded me My transgressions overpowered me and I could not see They multiplied more than the hairs of my head And my heart failed me Be pleased O Lord to deliver me O Lord give heed to help me May those who seek my soul to make away with it Be disgraced and confounded together May those who wish evil for me be turned back and disgraced May those who say to me Well done Well done Receive their shame immediately May all who seek You O Lord Rejoice exceedingly and be glad in You And may those wholove Your salvation Say continually The Lord be magnified But I am poor and needy the Lord will take care of me You are my helper and my protector O my God do not delay
mercy,SBERT,97.2,Bible,121,1An ode of ascents Iwas glad when they said to me Let us go into the house of the Lord Our feet stand in your courts O Jerusalem Jerusalem is built as a city Whose compactness is complete There the tribes went up The tribes of the Lord a testimony to Israel To give thanks to the name of the Lord For thrones sat there for judgment Thrones over the house of David Ask now for things regarding the peace of Jerusalem And there is prosperity for those who love you Let there now be peace in your power And prosperity in your citadels For the sake of my brothers and my neighbors I indeed spoke peace concerning you For the sake of the house of the Lord our God I sought good things for you
mercy,SBERT,97.18,Psalter,34,"Judge Thou, O Lord, them that do me injustice; fight against them that fight against me. Take hold of weapon and buckler, and rise up for mine help. Draw out the sword, and stop the way against them that persecute me; say unto my soul, I am Thy salvation. Let them be ashamed and confounded that seek after my soul; let them be turned back and put to shame that devise evil against me. Let them become as chaff before the face of the wind, and let the angel of the Lord afflict them. Let their way be dark and slippery, and let the angel of the Lord pursue them. For without cause have they hid for me destruction in their snare; without cause have they reproached my soul. Let a snare come upon him unawares, and let the snare that he hath hid catch himself; and into that very snare let him fall. But my soul shall exult in the Lord; it shall delight in His salvation. All my bones shall say, Lord, O Lord, who is like unto Thee, Which deliverest the poor from the hand of them that are too strong for him, yea, the poor and needy from them that spoil him? Unjust witnesses did rise up; they charged me with things that I knew not. They rewarded me evil for good, and barrenness to my soul. But as for me, when they troubled me, I put on sackcloth, and humbled my soul with fasting; and my prayer shall return into mine own bosom. I sought to please, as though it had been my neighbour or brother; I humbled myself, as one that is mourning and sad of countenance. But they rejoiced against me, and gathered themselves together; plagues were gathered together upon me, and I knew it not. They were scattered, yet they were not pricked at the heart. They tempted me, they scoffed at me with scorn, they gnashed upon me with their teeth. Lord, when wilt Thou look upon me? Rescue my soul from their mischief, mine onlybegotten one from the lions. I will give Thee thanks in the great congregation; I will praise Thee among a mighty people. Let not them that are my enemies wrongfully rejoice over me, they that hate me without a cause, and wink with the eyes. For they spake unto me peaceably indeed, but in their anger they devised deceits. Yea, they opened their mouth wide against me; they said, Aha, aha, our eyes have seen it. This Thou hast seen, O Lord, keep not silence; O Lord, be not far from me. Arise, O Lord, and attend to my judgment, even unto my cause, my God and my Lord. Judge me, O Lord, according to Thy righteousness; let them not rejoice over me, O Lord my God. Let them not say in their hearts, Aha, aha, it is well to our soul; neither let them say, We have swallowed him up. Let them be ashamed and brought to confusion together that rejoice at my woes. Let them be clothed with shame and confusion that speak great words against me. Let them exult and be glad, that favour my righteous cause; yea, let them that desire the peace of Thy servant say continually, Let the Lord be magnified. And my tongue shall speak of Thy righteousness, and of Thy praise all the day long."
mercy,SBERT,97.12,Psalter,55,"Be merciful unto me, O God, for man hath trod me down; he fighting all the day long hath oppressed me. My enemies have trod me down all the day long, for they be many that fight against me from on high. By day I will not be afraid, but I will hope in Thee. In God I will praise my words, in God I have put my hope; I will not fear what flesh can do unto me. All the day long they abhorred my words; all their thoughts were against me for evil. They will dwell near, and hide themselves; they will mark where I set my heel, as they have waited for my soul. By no means shalt Thou save them; in wrath shalt Thou cast down the peoples, O God. I have declared my life unto Thee; Thou hast set my tears in Thy sight. As also in Thy promise, shall mine enemies be turned back. In whatsoever day I call upon Thee, behold, I know that Thou art my God. In God will I praise His word; in the Lord will I praise His speech. In God have I put my hope; I will not be afraid what man can do unto me. Thy vows are upon me, O God, which I will render in praise of Thee. For Thou hast delivered my soul from death, mine eyes from tears, and my feet from sliding; that I may be pleasing before the Lord in the light of the living."
mercy,SBERT,97.07,Psalter,19,"The Lord hear Thee in the day of trouble; the name of the God of Jacob defend Thee. Send Thee help from the sanctuary, and help Thee out of Zion. Remember all Thy sacrifices, and fatten Thy whole burntoffering. The Lord grant Thee according to thine own heart, and fulfil all thy counsels. We will rejoice in Thy salvation, and in the name of the Lord our God shall we be magnified. The Lord fulfil all Thy petitions; now know I that the Lord hath saved His anointed. He will hear him from His holy heaven; in mighty deeds is the salvation of His right hand. Some trust in chariots, and some in horses, but we will call upon the name of the Lord our God. They are bound, and are fallen, but we are risen, and set upright. O Lord, save the king, and hear us in the day when we call upon Thee."
The Lord is my shepherd,BERT,99.47,Psalter,53,"Save me, O God, by Thy name, and judge me by Thy strength. Hear my prayer, O God; give ear to the words of my mouth. For strangers are risen up against me, and the mighty have sought after my soul; and they have not set God before them. For behold, God helpeth me, and the Lord is the protector of my soul. He shall bring evils upon my enemies; cut them off in Thy truth. I will freely sacrifice unto Thee; I will praise Thy name, O Lord, for it is good. For Thou hast delivered me out of every trouble, and mine eye hath looked down upon mine enemies."
The Lord is my shepherd,BERT,99.46,Bible,18,For the End a psalm by David The heavens declare the glory of God The firmament shows the creation of His hands Day to day utters speech And night to night reveals knowledge There is no speech nor language Where their voices are not heard Their proclamation went forth into all the earth And their words to the ends of the world In the sun He set His tabernacle And it rejoices exceedingly Like a bridegroom coming forth from his bridal chamber Like a strong man to run a race Its rising is from one end of heaven And its circuit runs to the other end And nothing shall be hidden from its heat The law of the Lord is blameless converting souls The testimony of the Lord is trustworthy making children wise The ordinances of the Lord are right rejoicing the heart The commandment of the Lord is bright enlightening the eyes The fear of the Lord is pure enduring unto ages of ages The judgments of the Lord are true being altogether just More to be desired are they than gold and a very precious stone Sweeter also than honey and the honeycomb For indeed Your servant keeps them In keeping them there is great reward Who will understand his transgressions Cleanse me from hidden sins And spare your servant from unnatural sins If they have no dominion over me then I shall be blameless And I shall be cleansed from great sin Let the words of my mouth and the meditation of my heart Be always pleasing before You O Lord my helper and my redeemer
The Lord is my shepherd,BERT,99.45,Psalter,34,"Judge Thou, O Lord, them that do me injustice; fight against them that fight against me. Take hold of weapon and buckler, and rise up for mine help. Draw out the sword, and stop the way against them that persecute me; say unto my soul, I am Thy salvation. Let them be ashamed and confounded that seek after my soul; let them be turned back and put to shame that devise evil against me. Let them become as chaff before the face of the wind, and let the angel of the Lord afflict them. Let their way be dark and slippery, and let the angel of the Lord pursue them. For without cause have they hid for me destruction in their snare; without cause have they reproached my soul. Let a snare come upon him unawares, and let the snare that he hath hid catch himself; and into that very snare let him fall. But my soul shall exult in the Lord; it shall delight in His salvation. All my bones shall say, Lord, O Lord, who is like unto Thee, Which deliverest the poor from the hand of them that are too strong for him, yea, the poor and needy from them that spoil him? Unjust witnesses did rise up; they charged me with things that I knew not. They rewarded me evil for good, and barrenness to my soul. But as for me, when they troubled me, I put on sackcloth, and humbled my soul with fasting; and my prayer shall return into mine own bosom. I sought to please, as though it had been my neighbour or brother; I humbled myself, as one that is mourning and sad of countenance. But they rejoiced against me, and gathered themselves together; plagues were gathered together upon me, and I knew it not. They were scattered, yet they were not pricked at the heart. They tempted me, they scoffed at me with scorn, they gnashed upon me with their teeth. Lord, when wilt Thou look upon me? Rescue my soul from their mischief, mine onlybegotten one from the lions. I will give Thee thanks in the great congregation; I will praise Thee among a mighty people. Let not them that are my enemies wrongfully rejoice over me, they that hate me without a cause, and wink with the eyes. For they spake unto me peaceably indeed, but in their anger they devised deceits. Yea, they opened their mouth wide against me; they said, Aha, aha, our eyes have seen it. This Thou hast seen, O Lord, keep not silence; O Lord, be not far from me. Arise, O Lord, and attend to my judgment, even unto my cause, my God and my Lord. Judge me, O Lord, according to Thy righteousness; let them not rejoice over me, O Lord my God. Let them not say in their hearts, Aha, aha, it is well to our soul; neither let them say, We have swallowed him up. Let them be ashamed and brought to confusion together that rejoice at my woes. Let them be clothed with shame and confusion that speak great words against me. Let them exult and be glad, that favour my righteous cause; yea, let them that desire the peace of Thy servant say continually, Let the Lord be magnified. And my tongue shall speak of Thy righteousness, and of Thy praise all the day long."
The Lord is my shepherd,BERT,99.41,Psalter,46,"O clap your hands, all ye nations; shout unto God with a voice of rejoicing. For the Lord Most High is terrible; He is a great King over all the earth. He hath subdued the people under us, and the nations under our feet. He hath chosen us for His inheritance, the beauty of Jacob which He loved. God is gone up with jubilation, the Lord with the sound of the trumpet. Sing praises to our God, sing praises; sing praises unto our King, sing praises. For God is the king of all the earth; sing ye praises with understanding. God reigneth over the heathen; God sitteth upon His holy throne. The princes of the people are gathered together with the God of Abraham, for God's mighty ones of the earth are greatly exalted."
The Lord is my shepherd,BERT,99.41,Psalter,49,"The God of gods, even the Lord, hath spoken, and called the earth from the rising of the sun unto the going down thereof. Out of Zion is the comeliness of His beauty. God, our God, shall come manifestly, and shall not keep silence. A fire shall burn before Him, and a mighty tempest shall be round about Him. He shall summon the heaven above, and the earth, that He may judge His people. Gather His saints together unto Him, those that have established His covenant upon sacrifices. And the heavens shall declare His righteousness; for God is judge. Hear, O My people, and I will speak to thee, O Israel; and I will testify against thee; I am God, even thy God. I will not reprove thee for sacrifices, for thy whole burntofferings are continually before Me. I will not welcome bullocks out of thy house, nor he goats out of thy flocks. For all the beasts of the field are Mine, the cattle upon the mountains, and the oxen. I know all the fowls of the air, and the beauty of the fields is Mine. If I were hungry, I would not tell thee, for the world is Mine, and the fulness thereof. Will I eat the flesh of bulls, or drink the blood of goats? Offer unto God a sacrifice of praise, and pay thy vows unto the Most High. And call upon me in the day of thy trouble, and I will deliver thee; and thou shalt glorify Me. But unto the sinner God said, Why dost thou declare My statutes, and takest My covenant in thy mouth? Thou hast hated instruction, and hast cast My words behind thee. When thou sawest a thief, then thou didst run with him, and hast been partaker with the adulterer. Thy mouth hath multiplied evil, and thy tongue hath framed deceits. Thou satest and spakest against thy brother, and laidst a scandal against thy mother's son. These things hast thou done, and I kept silence. Thou thoughtest wickedly that I should be like unto thee; but I will reprove thee, and set thy sins before thy face. Now understand this, ye that forget God, lest He snatch you away, and there be none to deliver. A sacrifice of praise shall glorify Me, and there is the way wherein I will shew him My salvation."
The Lord is my shepherd,SBERT,98.08,Bible,81,A psalm for Asaph God stood in the assembly of gods He judges in the midst of gods saying How long will you judge unjustly And favor the persons of sinners Pause Judge an orphan and a poor man Justify a humble and poor man Rescue a poor and needy man Deliver them from a sinners hand They do not know nor understand They carry on in darkness All the foundations of the earth shall be shaken I said You are gods And you are all sons of the Most High But you die like men And like one of the rulers you fall Arise O God judge the earth For You shall inherit all the Gentiles
The Lord is my shepherd,SBERT,97.52,Bible,144,A praise by David Ishall exalt You my God and my King And I shall bless Your name forever and unto ages of ages Every day I shall bless You And praise Your name forever and unto ages of ages Great is the Lord and exceedingly praiseworthy And His greatness has no limit Generation and generation shall praise Your works And they shall declare Your power They shall speak of the magnificence of the glory of Your holiness And they shall describe Your wonders They shall also speak of the power of Your awesome deeds And describe Your great majesty They shall overflow with the memory of Your rich goodness And shall greatly rejoice in Your righteousness The Lord is gracious and merciful Longsuffering and abundant in mercy The Lord is good to all And His mercies are upon all His works O Lord let all Your works praise You And Your holy ones bless You They shall tell of Your kingdoms glory And they shall speak of Your power That all the sons of men may know Your power And the glory of Your kingdoms magnificence Your kingdom is a kingdom of all the ages And Your dominion is from generation to generation The Lord is faithful in His words And holy in all His works The Lord supports all who stumble And restores all who are broken down All eyes hope in You And You give them their food in due season You open Your hand And fill every living thing with Your pleasure The Lord is righteous in all His ways And holy in all His works The Lord is near to all who call on Him To all who call upon Him in truth He shall do the will of those who fear Him And He shall hear their supplications and save them The Lord keeps all who love Him But all the sinners He shall utterly destroy My mouth shall speak the Lords praise And let all flesh bless His holy name Forever and unto ages of ages
The Lord is my shepherd,SBERT,97.14,Psalter,60,"Hear my supplication, O God; attend unto my prayer. From the ends of the earth have I cried unto Thee, when my heart was in anguish; Thou hast lifted me high upon a rock. Thou hast guided me, for Thou hast been my hope, a strong tower against the face of the enemy. I will abide in Thy tabernacle for ever; I shall be sheltered under the covert of Thy wings. For Thou, O God, hast heard my prayers; Thou hast given an heritage unto them that fear Thy name. Thou wilt add days to days of the king, his years even to generation upon generation. He shall abide before the face of God for ever; who shall search out His mercy and truth? So will I sing praise unto Thy name for ever and ever, that I may daily perform my vows."
The Lord is my shepherd,SBERT,97.12,Psalter,15,"Preserve me, O Lord, for in Thee have I put my hope. I said unto the Lord, Thou art my Lord, for Thou hast no need of my goods. In the saints that are in His earth hath the Lord wrought wonders; He hath fulfilled all His desires in them. Their infirmities were multiplied; they hastened afterwards. Their meetings for blood will I not assemble, nor make remembrance of their names by my lips. The Lord is the portion of mine inheritance and of my cup; it is Thou that restorest mine inheritance to me. Portions are fallen unto me among the best places, for mine inheritance is most excellent to me. I will bless the Lord, Who hath given me understanding; my reins also have instructed me till the night season. I beheld the Lord always before me, because He is at my right hand, that I be not moved. Therefore my heart was glad, and my tongue rejoiced; my flesh also shall rest in hope. For Thou wilt not leave my soul in Hades, neither wilt Thou suffer Thine Holy One to see corruption. Thou hast made known to me the paths of life; with Thy presence shalt Thou fill me with joy; at Thy right hand there are delights for evermore."
The Lord is my shepherd,SBERT,97.1,Bible,116,Alleluia Praise the Lord all you Gentiles Praise Him all you peoples For His mercy rules over us And the truth of the Lord endures forever
protection from enemies,BERT,99.58,Bible,57,For the End corrupt not by David for a pillar inscription If then you truly speak of righteousness Do you judge rightly O you sons of men For in your heart you work lawlessness in the earth Your hands weave unrighteousness Sinners are alienated from the womb From birth they are led astray they speak lies Their anger is according to the likeness of a serpent Like a deaf asp that stops its ears Which will not listen to the sound of charms Nor to an enchantment of a skillful charmer God shattered their teeth in their mouths The Lord broke the teeth of the lions They shall pass along like water running through He will bend His bow until they are weakened Like melting wax they will be destroyed Fire fell on them and they never saw the sun Before your thorns are aware of its prickly shrub He will swallow you up as if you were alive as if in His anger A righteous man shall be glad when he sees the vengeance of the ungodly He shall wash his hands in the blood of the sinner A man will say If indeed there is fruit for the righteous man Then it is God who judges them on the earth
protection from enemies,BERT,99.58,Psalter,16,"Hear my right, O Lord; attend unto my supplication. Give ear unto my prayer, that goeth not out of feigned lips. Let my judgment come forth from Thy presence; let mine eyes behold the things that are equal. Thou hast proved mine heart; Thou hast visited it in the night; Thou hast tried me by fire, and unrighteousness hath not been found in me. That my mouth may not speak the works of men, for the sake of the words of Thy lips have I kept hard ways. Set Thou my goings in Thy paths, that my footsteps slip not. I have cried, for Thou hast heard me, O God; incline Thine ear unto me, and hear my words. Shew Thy marvellous mercies, O Thou that savest them which put their hope in Thee. From them that have resisted Thy right hand, keep me, O Lord, as the apple of Thine eye. Thou wilt shelter me with the covert of Thy wings, from the face of the ungodly that have troubled me. Mine enemies have compassed my soul; they are inclosed in their own fat, their mouth hath spoken proudly. They cast me forth, and now have compassed me about; they have set their eyes bowing down to the earth. They have taken me like as a lion that is ready for his prey, and as it were a young lion lurking in secret places. Arise, O Lord, prevent them, and supplant them; deliver my soul from the ungodly, Thy sword from the enemies of Thine hand. From Thy few of the earth, O Lord, do Thou separate them in their life; their belly is filled with Thy hid treasures. They have satisfied themselves with swine, and have left the rest of their substance to their babes. As for me, I shall appear before Thy face in righteousness; I shall be satisfied when Thy glory appeareth unto me."
protection from enemies,BERT,99.57,Bible,71,For Solomon OGod give Your judgments to the King And Your righteousness to the Kings Son That He may judge Your people in righteousness And Your poor with judgment Let the mountains raise up peace for Your people And the hills in righteousness He shall judge the poor of the people And shall serve the sons of the poor He shall humble the false accuser And He shall continue as long as the sun And before the moon from generation to generation And He shall come down like rain on the fleece Like raindrops falling on the earth In His days righteousness and abundance of peace shall flourish Until the moon is removed And He shall rule from sea to sea And from the river to the ends of the inhabited earth The Ethiopians shall bow down before Him And His enemies shall lick the dust The kings of Tarshish and their islands will come bearing gifts The kings of Arabia and Saba will bring presents All the kings of the earth shall worship Him All the Gentiles shall serve Him For He rescued the poor from the hand of a strong man And the needy for whom there was no helper He shall spare the poor and needy And He shall save the souls of the needy He shall redeem their souls from usury and injustice And precious shall be their name in His sight He shall live and there shall be given Him from the gold of Arabia They shall pray continually because of Him All the day long shall they bless Him He shall be a support on the earth upon the summits of the mountains His fruit shall be exalted more than Lebanon And they shall flourish from the city like the grass of the earth Let His name be blessed unto the ages His name shall remain before the sun And all the tribes of the earth shall be blessed in Him All the Gentiles shall bless Him Blessed is the Lord God The God of Israel who alone does wondrous things And blessed is the name of His glory forever and unto ages of ages And all the earth shall be filled with His glory Amen Amen The hymns of David the son of Jesse are ended
protection from enemies,BERT,99.57,Psalter,42,"Judge me, God, and give judgment in my cause against a nation that is not holy; deliver me from an unjust and deceitful man. For Thou, O God, art my strength: why hast Thou cast me off, and why go I mourning while mine enemy oppresseth me? O send out Thy light and Thy truth; they have led me, and brought me unto Thy holy mount, and to Thy tabernacles. And I will go unto the altar of God, unto God Which giveth gladness to my youth; upon the harp will I praise Thee, O God, my God. Why art thou cast down, O my soul, and why dost thou disquiet me? Hope thou in God, for I shall praise Him, the salvation of my countenance, and my God."
protection from enemies,BERT,99.57,Psalter,45,"God is our refuge and strength, a help in the troubles that come heavily upon us. Therefore will not we fear when the earth is troubled, nor when the mountains are removed into the heart of the sea. Their waters roared and were troubled; the mountains were troubled by His strength. The streams of the river make glad the city of God; the Most High hath hallowed His tabernacle. God is in the midst of her, she shall not be moved; God shall help her right early in the morning. Nations were troubled, kingdoms trembled: the Most High uttered His voice; the earth was moved. The Lord of hosts is with us; the God of Jacob is our helper. Come and behold the works of God, what wonders He hath wrought upon the earth. He maketh wars to cease unto the ends of the earth. He shall break the bow, and knap the weapon in sunder, and burn the shields with fire. Be still, and know that I am God; I will be exalted among the heathen, I will be exalted in the earth. The Lord of hosts is with us; the God of Jacob is our helper."
protection from enemies,SBERT,96.12,Bible,116,Alleluia Praise the Lord all you Gentiles Praise Him all you peoples For His mercy rules over us And the truth of the Lord endures forever
protection from enemies,SBERT,95.99,Bible,127,1An ode of ascents Blessed are all who fear the Lord Who walk in His ways You shall eat the fruits of your labor You are blessed and it shall be well with you Your wife shall be like a vine prospering on the sides of your house Your children like newly planted olive trees Around your table Behold so shall the man be blessed who fears the Lord May the Lord bless you from Zion And may you see the good things of Jerusalem All the days of your life May you see your childrens children Peace be upon Israel
protection from enemies,SBERT,95.98,Psalter,140,"Lord, I have cried unto Thee, hear Thou me; give ear unto the voice of my supplication when I cry unto Thee. Let my prayer be set forth before Thee as incense, the lifting up of my hands as an evening sacrifice. Set a watch, O Lord, before my mouth, and a door of enclosure about my lips. Incline not my heart to evil words, to make excuse with pretexts for sins with men that work iniquity; I shall not join with their chosen. The righteous shall chasten me with mercy, and reprove me; but let not the oil of the sinner anoint my head. For yet shall my prayer be against their pleasures; their judges have been swallowed up like unto a rock. They will hear my words, for they are sweet; as when a clod of earth is broken up upon the ground, so have their bones been scattered nigh unto Hades. But my eyes are unto Thee, Lord, O Lord; in Thee have I hoped; take not away my soul. Keep me from the snare which they have laid for me, and from the stumbling blocks of the workers of iniquity. The wicked shall fall into their own net; I am alone until that I pass hence."
protection from enemies,SBERT,95.97,Psalter,6,"O Lord, rebuke me not in Thine anger, neither chasten me in Thy wrath. Have mercy upon me, O Lord, for I am weak: O Lord, heal me, for my bones are vexed, my soul is also sore vexed: but Thou, O Lord, how long? Turn Thee, O Lord, deliver my soul; oh save me for Thy mercy's sake. For in death there is none that is mindful of Thee, and in Hades who shall give Thee thanks? I am weary with my groaning; every night will I wash my bed, I will water my couch with my tears. Mine eye is troubled because of anger; I am waxen old among all mine enemies. Depart from me, all ye workers of iniquity, for the Lord hath heard the voice of my weeping. The Lord hath heard my supplication; the Lord hath received my prayer. Let all my enemies be ashamed and sore vexed; let them be turned back, and be ashamed suddenly. Glory be to the Father, and to the Son, and to the Holy Spirit, both now and ever, and unto the ages of ages. Amen. Alleluia, alleluia, alleluia, glory to Thee, O God. Alleluia, alleluia, alleluia, glory to Thee, O God. Alleluia, alleluia, alleluia, glory to Thee, O God. Glory be to the Father, and to the Son, and to the Holy Spirit, both now and ever, and unto the ages of ages. Amen."
protection from enemies,SBERT,95.9,Psalter,60,"Hear my supplication, O God; attend unto my prayer. From the ends of the earth have I cried unto Thee, when my heart was in anguish; Thou hast lifted me high upon a rock. Thou hast guided me, for Thou hast been my hope, a strong tower against the face of the enemy. I will abide in Thy tabernacle for ever; I shall be sheltered under the covert of Thy wings. For Thou, O God, hast heard my prayers; Thou hast given an heritage unto them that fear Thy name. Thou wilt add days to days of the king, his years even to generation upon generation. He shall abide before the face of God for ever; who shall search out His mercy and truth? So will I sing praise unto Thy name for ever and ever, that I may daily perform my vows."
praise in times of suffering,BERT,99.77,Psalter,16,"Hear my right, O Lord; attend unto my supplication. Give ear unto my prayer, that goeth not out of feigned lips. Let my judgment come forth from Thy presence; let mine eyes behold the things that are equal. Thou hast proved mine heart; Thou hast visited it in the night; Thou hast tried me by fire, and unrighteousness hath not been found in me. That my mouth may not speak the works of men, for the sake of the words of Thy lips have I kept hard ways. Set Thou my goings in Thy paths, that my footsteps slip not. I have cried, for Thou hast heard me, O God; incline Thine ear unto me, and hear my words. Shew Thy marvellous mercies, O Thou that savest them which put their hope in Thee. From them that have resisted Thy right hand, keep me, O Lord, as the apple of Thine eye. Thou wilt shelter me with the covert of Thy wings, from the face of the ungodly that have troubled me. Mine enemies have compassed my soul; they are inclosed in their own fat, their mouth hath spoken proudly. They cast me forth, and now have compassed me about; they have set their eyes bowing down to the earth. They have taken me like as a lion that is ready for his prey, and as it were a young lion lurking in secret places. Arise, O Lord, prevent them, and supplant them; deliver my soul from the ungodly, Thy sword from the enemies of Thine hand. From Thy few of the earth, O Lord, do Thou separate them in their life; their belly is filled with Thy hid treasures. They have satisfied themselves with swine, and have left the rest of their substance to their babes. As for me, I shall appear before Thy face in righteousness; I shall be satisfied when Thy glory appeareth unto me."
praise in times of suffering,BERT,99.76,Psalter,149,"Sing unto the Lord a new song, His praise is in the congregation of the saints. Let Israel be glad in Him that made him, and let the sons of Zion be joyful in their king. Let them praise His name in the dance; let them sing praises unto Him with the timbrel and psaltery. For the Lord taketh pleasure in His people, and shall exalt the meek with salvation. The saints shall rejoice in glory, and shall exult upon their beds. The high praises of God shall be in their mouth, and twoedged swords in their hands; To execute vengeance among the heathen, and punishments among the peoples; To bind their kings with chains, and their nobles with fetters of iron; To execute among them the judgment written; this glory shall be for all His saints."
