Query,Method,Similarity Score (%),Text,Psalm Num,Verse
Have Mercy on me,TF-IDF,35.274654405823796,Psalter,17,"I will love Thee, O Lord, my strength. The Lord is my firm support, and my refuge, and my deliverer. My God is my helper, and in Him will I put my hope: my defender, and the horn of my salvation, and my helper. I will call upon the name of the Lord with praise, and I shall be saved from mine enemies. The pangs of death compassed me, and the floods of iniquity sore troubled me. The pangs of Hades compassed me about; the snares of death prevented me. And in mine affliction I called upon the Lord, and cried unto my God. He heard my voice out of His holy temple, and my cry before Him shall come even into His ears. And the earth shook and trembled, the foundations also of the mountains were troubled and were moved, because God was wroth with them. There went up a smoke in His wrath, and fire from His countenance set all aflame; coals were kindled from it. He bowed the heavens also, and came down, and thick darkness was under His feet. And He ascended upon the cherubim, and did fly; yea, He did fly upon the wings of the wind. And He made darkness His secret place, His tabernacle round about Him, dark water in the clouds of the air. At the brightness that was before Him, the clouds passed; hail stones and coals of fire. The Lord also thundered out of heaven, and the Highest gave His voice. Yea, He sent out His arrows, and scattered them; and He multiplied lightnings, and discomfited them. And the springs of waters were seen, and the foundations of the world were discovered, at Thy rebuke, O Lord, at the breath of the spirit of Thy wrath. He sent from on high, and took me; He received me out of many waters. He shall deliver me from my strong enemies, and from them which hate me, for they are too strong for me. They prevented me in the day of my calamity, but the Lord was my stay. He brought me forth also into refreshment; He will deliver me, because He delighted in me. And the Lord shall reward me according to my righteousness, and according to the cleanness of my hands will He recompense me. For I have kept the ways of the Lord, and have not done wickedly against my God. For all His judgments are before me, and His statutes have not departed from me. I will also be blameless with Him, and will keep myself from mine iniquity. And the Lord shall recompense me according to my righteousness, and according to the cleanness of my hands in His eyesight. With the holy Thou wilt be holy, and with the innocent man Thou wilt be innocent; and with the elect Thou wilt be elect, and with the froward Thou wilt be froward. For Thou wilt save the humble people; and wilt bring down the eyes of the proud. For Thou wilt light my lamp, O Lord my God; Thou wilt enlighten my darkness. For by Thee I shall be delivered from a troop of thieves, and by my God shall I leap over a wall. As for my God, His way is blameless; the words of the Lord are tried in the fire; He is the defender of all those that hope in Him. For who is God, save the Lord? And who is God, save our God? It is God that hath girded me with strength, and made my way blameless. That maketh my feet like harts' feet, and setteth me upon high places. He teacheth my hands to war; and Thou hast made mine arms as a bow of brass. Thou hast also given me the shield of salvation, and Thy right hand hath holden me up. And Thine instruction hath corrected me unto the end; Thine instruction it is that shall teach me. Thou hast enlarged my steps under me, and my footsteps are not weakened. I will pursue mine enemies, and overtake them; neither shall I turn again until they be consumed. I will afflict them, and they shall not be able to rise; they shall fall under my feet. For Thou hast girded me with strength unto war; Thou hast subdued under me those that rose up against me. Thou hast also made mine enemies to turn their backs before me, and hast destroyed them that hated me. They cried, but there was none to save them; even unto the Lord, but He heard them not. And I will beat them small as the dust before the face of the wind; I will trample them down as the dirt in the streets. Deliver me from the gainsaying of the people; Thou shalt make me the head of the heathen. A people whom I have not known have served me; at the hearing of the ear they obeyed me. The sons that are strangers lied unto me; the sons that are strangers waxed old, and halted from their paths. The Lord liveth, and blessed be my God, and let the God of my salvation be exalted. It is God that avengeth me, and hath subdued peoples under me; my deliverer from mine angry enemies. Thou wilt lift me up above those that rise up against me; deliver me from the unrighteous man. Therefore will I give thanks unto Thee, O Lord, among the heathen, and sing praises unto Thy name, He magnifieth the salvation of His king, and worketh mercy for David His anointed, and for his seed for evermore."
God with with us,TF-IDF + GloVe,16.0,Bible,79,1For the End concerning things that shall be changed a testimony for Asaph a psalm  concerning the Assyrian Give heed O You who shepherd Israel Reveal Yourself O You who lead Joseph like a flock Who sit upon the cherubim Raise up Your power Before Ephraim Benjamin and Manasseh And come for our salvation O God convert us And reveal Your face and we shall be saved O Lord God of hosts How long will You be angry with the prayer of Your servant Will You feed us the bread of tears And will You give us as drink tears in measure You made us an offense to our neighbors And our enemies sneered at us O Lord God convert us And reveal Your face and we shall be saved Pause You removed a vineyard from Egypt You cast out the nations and planted it You prepared the way before it And You planted its roots and the earth was filled Its shade covered the mountains And its vines the cedars of God Its branches reached to the sea And its shoots as far as the river Why did You pull down its hedge And all who pass on the road gather its grapes A wild swine from the forest laid it waste A solitary wild beast devoured it O God of hosts convert us now Look down from heaven and behold And visit this vineyard Which Your right hand planted and perfect it And visit the son of man whom You strengthened for Yourself It was set on fire and uprooted But they shall perish at the rebuke of Your face Let Your hand be upon the man of Your right hand And upon the son of man whom You strengthened for Yourself Then we will not turn away from You You will give us life and we will call upon Your name O Lord God of hosts convert us and reveal Your face and we shall be saved
God with with us,TF-IDF + GloVe,13.98,Bible,122,1An ode of ascents Ilift my eyes to You Whodwell in heaven Behold as the eyes of servants look to the hands of their masters As the eyes of the maidservant look to the hands of her mistress So our eyes look to the Lord our God Until He shall have compassion on us Have mercy on us O Lord have mercy on us For we are greatly filled with contempt Our soul is greatly filled with it We are a disgrace to those who prosper And a contempt to the arrogant
God with with us,TF-IDF + GloVe,13.46,Bible,56,1For the End corrupt not by David for a pillar inscription when he escaped from the face  of Saul to the cave Have mercy on me O God have mercy on me For my soul trusts in You And in the shadow of Your wings I will hope Until lawlessness shall pass away I will cry out to God most High My God whois my benefactor He sent from heaven and saved me He gave over to disgrace those who trample me down Pause God sent out His mercy and His truth And delivered my soul from the midst of young lions Although troubled I fell asleep As for the sons of men their teeth are a weapon and arrows And their tongue is a sharp dagger Be exalted O God above the heavens And Your glory above all the earth They prepared a trap for my feet And they bowed down my soul They dug a pit before my face But they fell into it Pause My heart is ready O God My heart is ready I will sing and I will sing a psalm Awake my glory Awake harp and lyre I will arise at dawn I will give thanks to You O Lord among the peoples I will sing to You among the Gentiles For Your mercy is magnified to the heavens And Your truth to the clouds Be exalted O God above the heavens And Your glory above all the earth
God with with us,TF-IDF + GloVe,13.11,Bible,119,An ode of ascents To the Lord in my affliction I cried out and He heard me O Lord deliver my soul from unjust lips And from a deceitful tongue What should be given You and what added to You Against a deceitful tongue The arrows of the Mighty One are sharpened With hot coals from the desert Woe is me My sojourning was prolonged I dwelt with the tents of Kedar My soul sojourned a long time as a resident alien With those who hate peace I was peaceful When I spoke to them they made war against me without cause
God with with us,TF-IDF + GloVe,12.74,Bible,11,For the End concerning the eighth a psalm by David Save me O Lord for the holy man has ceased The truthful are diminished from among the sons of men Each one speaks useless things to his neighbor Deceptive lips speak with a double heart May the Lord destroy all deceptive lips And the tongue that speaks boastful things Saying We will make our tongue powerful Our lips are our own Who is lord over us Because of the suffering of the needy And because of the groaning of the poor Now I will arise says the Lord Iwill establish them in salvation I will declare it boldly The words of the Lord are pure words Like silver fired in a furnace of earth Purified seven times You shall guard us O Lord You shall preserve us from this generation forever The ungodly walk in a circle In Your exaltation You highly exalted the sons of men
God with with us,BERT,72.87,Psalter,34,"Judge Thou, O Lord, them that do me injustice; fight against them that fight against me. Take hold of weapon and buckler, and rise up for mine help. Draw out the sword, and stop the way against them that persecute me; say unto my soul, I am Thy salvation. Let them be ashamed and confounded that seek after my soul; let them be turned back and put to shame that devise evil against me. Let them become as chaff before the face of the wind, and let the angel of the Lord afflict them. Let their way be dark and slippery, and let the angel of the Lord pursue them. For without cause have they hid for me destruction in their snare; without cause have they reproached my soul. Let a snare come upon him unawares, and let the snare that he hath hid catch himself; and into that very snare let him fall. But my soul shall exult in the Lord; it shall delight in His salvation. All my bones shall say, Lord, O Lord, who is like unto Thee, Which deliverest the poor from the hand of them that are too strong for him, yea, the poor and needy from them that spoil him? Unjust witnesses did rise up; they charged me with things that I knew not. They rewarded me evil for good, and barrenness to my soul. But as for me, when they troubled me, I put on sackcloth, and humbled my soul with fasting; and my prayer shall return into mine own bosom. I sought to please, as though it had been my neighbour or brother; I humbled myself, as one that is mourning and sad of countenance. But they rejoiced against me, and gathered themselves together; plagues were gathered together upon me, and I knew it not. They were scattered, yet they were not pricked at the heart. They tempted me, they scoffed at me with scorn, they gnashed upon me with their teeth. Lord, when wilt Thou look upon me? Rescue my soul from their mischief, mine onlybegotten one from the lions. I will give Thee thanks in the great congregation; I will praise Thee among a mighty people. Let not them that are my enemies wrongfully rejoice over me, they that hate me without a cause, and wink with the eyes. For they spake unto me peaceably indeed, but in their anger they devised deceits. Yea, they opened their mouth wide against me; they said, Aha, aha, our eyes have seen it. This Thou hast seen, O Lord, keep not silence; O Lord, be not far from me. Arise, O Lord, and attend to my judgment, even unto my cause, my God and my Lord. Judge me, O Lord, according to Thy righteousness; let them not rejoice over me, O Lord my God. Let them not say in their hearts, Aha, aha, it is well to our soul; neither let them say, We have swallowed him up. Let them be ashamed and brought to confusion together that rejoice at my woes. Let them be clothed with shame and confusion that speak great words against me. Let them exult and be glad, that favour my righteous cause; yea, let them that desire the peace of Thy servant say continually, Let the Lord be magnified. And my tongue shall speak of Thy righteousness, and of Thy praise all the day long."
God with with us,BERT,69.61,Psalter,43,"We have heard with our ears, O God, for our fathers have told us, what work Thou didst in their days, in the days of old. Thine hand didst destroy the heathen, and Thou plantedst them in their stead; Thou didst bring evils upon those peoples, and cast them out. For they got not the land in possession by their own sword, neither did their own arm save them. But Thy right hand, and Thine arm, and the light of Thy countenance, because Thou hadst a favour unto them. Thou art Thyself my King and my God, that commandest the salvation of Jacob. Through Thee shall the horn of our strength push down our enemies, and through Thy name will we bring them to nought that rise up against us. For I will not hope in my bow, neither shall my sword save me. For Thou hast saved us from them that afflict us, and hast put them to shame that hated us. In God shall we boast all the day long, and in Thy name shall we give praise for ever. But now Thou hast cast us off, and put us to shame; and Thou, O God wilt not go forth with our armies. Thou hast made us to turn back before our enemies, and they which hated us spoiled for themselves. Thou hast given us like sheep appointed to be eaten, and hast scattered us among the heathen. Thou hast sold Thy people for nought, and there was no profit in our selling. Thou hast made us a reproach to our neighbours, a scorn and derision to them that are round about us. Thou hast made us a byword among the heathen, a shaking of the head among the peoples. All the day long my disgrace is before me, and the shame of my face hath covered me, For the voice of him that reproacheth and revileth, by reason of the enemy and pursuer. All this is come upon us, yet have we not forgotten Thee, neither have we dealt unrighteously in Thy covenant. And our heart is not turned back, but Thou hast turned aside our paths from Thy ways. For Thou hast humbled us in a place of affliction, and the shadow of death hath covered us. If we have forgotten the name of our God, and if we have stretched out our hands to a strange god, Shall not God search this out? for He knoweth the secrets of the heart. For Thy sake are we killed all the day long; we are counted as sheep for the slaughter. Awake, why sleepest Thou, O Lord? arise, and cast us not off for ever. Wherefore turnest Thou Thy face away? forgettest Thou our poverty and affliction? For our soul is brought down to the dust; our belly hath cleaved unto the earth. Arise, O Lord, help us, and redeem us for Thy name's sake."
God with with us,BERT,69.56,Bible,18,For the End a psalm by David The heavens declare the glory of God The firmament shows the creation of His hands Day to day utters speech And night to night reveals knowledge There is no speech nor language Where their voices are not heard Their proclamation went forth into all the earth And their words to the ends of the world In the sun He set His tabernacle And it rejoices exceedingly Like a bridegroom coming forth from his bridal chamber Like a strong man to run a race Its rising is from one end of heaven And its circuit runs to the other end And nothing shall be hidden from its heat The law of the Lord is blameless converting souls The testimony of the Lord is trustworthy making children wise The ordinances of the Lord are right rejoicing the heart The commandment of the Lord is bright enlightening the eyes The fear of the Lord is pure enduring unto ages of ages The judgments of the Lord are true being altogether just More to be desired are they than gold and a very precious stone Sweeter also than honey and the honeycomb For indeed Your servant keeps them In keeping them there is great reward Who will understand his transgressions Cleanse me from hidden sins And spare your servant from unnatural sins If they have no dominion over me then I shall be blameless And I shall be cleansed from great sin Let the words of my mouth and the meditation of my heart Be always pleasing before You O Lord my helper and my redeemer
God with with us,BERT,69.14,Bible,134,Alleluia Praise the name of the Lord O you servants praise the Lord You who stand in the house of the Lord In the courts of the house of our God Praise the Lord for the Lord is good Sing to His name for it is good For the Lord chose Jacob for Himself Israel for His special treasure For I know the Lord is great And our Lord is above all the gods All things whatsoever the Lord willed He did In heaven and on the earth In the seas and in all deep places Bringing clouds from the furthest part of the earth He made lightning for the rain Bringing winds from His storehouses He struck the firstborn of Egypt From man to cattle He sent forth signs and wonders in your midst O Egypt Among Pharaoh and all his servants He struck many nations And destroyed mighty kings Sihon king of the Amorites And Og king of Bashan And all the kingdoms of Canaan And He gave their land as an inheritance An inheritance for Israel His people O Lord Your name abides forever O Lord Your memorial unto generation and generation For the Lord will judge His people And He shall comfort His servants The idols of the nations are silver and gold The works of mens hands They have a mouth but they shall not speak They have eyes but they shall not see They have ears but they shall not hear They have noses but they shall not smell They have hands but they shall not feel They have feet but they shall not walk They have no sound in their throat For neither is there breath in their mouth May those who made them become like them And all who trust in them O house of Israel bless the Lord O house of Aaron bless the Lord O house of Levi bless the Lord You whofear the Lord bless the Lord Blessed be the Lord out of Zion He who dwells in Jerusalem
God with with us,BERT,68.98,Psalter,49,"The God of gods, even the Lord, hath spoken, and called the earth from the rising of the sun unto the going down thereof. Out of Zion is the comeliness of His beauty. God, our God, shall come manifestly, and shall not keep silence. A fire shall burn before Him, and a mighty tempest shall be round about Him. He shall summon the heaven above, and the earth, that He may judge His people. Gather His saints together unto Him, those that have established His covenant upon sacrifices. And the heavens shall declare His righteousness; for God is judge. Hear, O My people, and I will speak to thee, O Israel; and I will testify against thee; I am God, even thy God. I will not reprove thee for sacrifices, for thy whole burntofferings are continually before Me. I will not welcome bullocks out of thy house, nor he goats out of thy flocks. For all the beasts of the field are Mine, the cattle upon the mountains, and the oxen. I know all the fowls of the air, and the beauty of the fields is Mine. If I were hungry, I would not tell thee, for the world is Mine, and the fulness thereof. Will I eat the flesh of bulls, or drink the blood of goats? Offer unto God a sacrifice of praise, and pay thy vows unto the Most High. And call upon me in the day of thy trouble, and I will deliver thee; and thou shalt glorify Me. But unto the sinner God said, Why dost thou declare My statutes, and takest My covenant in thy mouth? Thou hast hated instruction, and hast cast My words behind thee. When thou sawest a thief, then thou didst run with him, and hast been partaker with the adulterer. Thy mouth hath multiplied evil, and thy tongue hath framed deceits. Thou satest and spakest against thy brother, and laidst a scandal against thy mother's son. These things hast thou done, and I kept silence. Thou thoughtest wickedly that I should be like unto thee; but I will reprove thee, and set thy sins before thy face. Now understand this, ye that forget God, lest He snatch you away, and there be none to deliver. A sacrifice of praise shall glorify Me, and there is the way wherein I will shew him My salvation."
God with with us,SBERT,8.53,Psalter,15,"Preserve me, O Lord, for in Thee have I put my hope. I said unto the Lord, Thou art my Lord, for Thou hast no need of my goods. In the saints that are in His earth hath the Lord wrought wonders; He hath fulfilled all His desires in them. Their infirmities were multiplied; they hastened afterwards. Their meetings for blood will I not assemble, nor make remembrance of their names by my lips. The Lord is the portion of mine inheritance and of my cup; it is Thou that restorest mine inheritance to me. Portions are fallen unto me among the best places, for mine inheritance is most excellent to me. I will bless the Lord, Who hath given me understanding; my reins also have instructed me till the night season. I beheld the Lord always before me, because He is at my right hand, that I be not moved. Therefore my heart was glad, and my tongue rejoiced; my flesh also shall rest in hope. For Thou wilt not leave my soul in Hades, neither wilt Thou suffer Thine Holy One to see corruption. Thou hast made known to me the paths of life; with Thy presence shalt Thou fill me with joy; at Thy right hand there are delights for evermore."
God with with us,SBERT,8.51,Psalter,76,"I cried unto the Lord with my voice, even unto God with my voice; and He was gave ear unto me. In the day of my trouble I sought God, with my hands lifted up by night before Him; and I was not deceived. My soul refused to be comforted. I remembered God, and was gladdened; I pondered, and my spirit fainted. My eyes prevented the morning watches; I was troubled, and spake not. I have considered the days of old, and called to remembrance the years of ages past, and meditated. I pondered in my heart in the night, and my spirit made diligent search. Will the Lord cast off unto the ages, and will He be favourable no more? Or will He cut off His mercy for ever, His word from generation to generation? Or will God forget to shew mercy? or will He in His wrath shut up His tender mercy for ever? And I said, Now have I begun; this change is of the right hand of the Most High. I remembered the works of the Lord, for I will remember Thy wonders from the beginning. I will meditate also on all Thy works, and ponder Thy doings. Thy way, O God, is in the sanctuary; who is so great a God as our God? Thou art the God that doest wonders. Thou hast made known Thy strength among the people; Thou hast with Thine arm redeemed Thy people, the sons of Jacob and of Joseph. The waters saw Thee, O God; the waters saw Thee, and were afraid; the depths were troubled. Great was the noise of the waters; the clouds gave voice, for Thine arrows went abroad. The voice of Thy thunder was in their circuit, and Thy lightnings lightened the world; the earth shook and trembled. Thy ways are in the sea, and Thy paths in many waters; and Thy footsteps shall not be known. Thou leddest Thy people like sheep, by the hand of Moses and Aaron."
God with with us,SBERT,8.49,Bible,36,Of David Do not be envious of those who do evil Nor be jealous of those who work lawlessness For like grass they shall be dried up quickly And like green vegetables they shall swiftly wither Hope in the Lord and work goodness Dwell in the land and you shall be nurtured by its riches Delight in the Lord And He will give you the requests of your heart Reveal your way to the Lord And hope in Him and He will do it He shall bring forth your righteousness as light And your judgment as the noonday sun Submit to the Lord and supplicate Him Do not be envious of him who prospers in his way Nor of him who transgresses the law Cease from wrath and forsake anger Do not be envious so as to do evil Because evildoers will be destroyed But those whowait on the Lord these shall inherit the earth For in a little while the sinner shall no longer be present And you will look for his place but not find it But the gentle shall inherit the earth And they will delight in the fullness of peace The sinner will closely observe the just man And gnash at him with his teeth But the Lord shall laugh at him Because He foresees his day will come The sinners draw the sword And stretch their bow To cast down the poor and needy To slay the upright in heart May their sword enter their heart And may their bows be shattered Better the little with the just man Than the great riches of sinners For the arms of sinners shall be shattered But the Lord supports the righteous The Lord knows the ways of the blameless And their inheritance shall be forever They shall not be ashamed in an evil time And in days of famine they shall be filled But the sinners shall perish And the enemies of the Lord altogether When they glorify and exalt themselves Like smoke they shall vanish away The sinner borrows but will not repay However the righteous man is compassionate and gives For those who bless Him shall inherit the earth But those who curse Him shall be utterly destroyed The steps of a man are guided aright by the Lord And he shall desire His way When he falls he shall not be broken to pieces For the Lord supports him with His hand Iwas young but indeed Igrew old Yet I have not seen the righteous forsaken Nor his seed begging bread Day in and out he is merciful and lends And his seed shall be a blessing Turn away from evil and do good And dwell unto ages of ages For the Lord loves judgment And He will not abandon His holy ones They shall be kept forever But the lawless shall be banished And the seed of the ungodly shall be utterly destroyed The righteous shall inherit the earth And dwell upon it unto ages of ages The mouth of the righteous shall meditate on wisdom And his tongue shall speak of judgment The law of God is in his heart And his steps shall not be tripped up The sinner observes the righteous man And seeks to put him to death But the Lord will not leave him in his hands Nor condemn him when He judges him Wait on the Lord and keep His way And He shall exalt you to inherit the earth You shall see the sinners when they are utterly destroyed Isaw the ungodly greatly exalted And lifting himself up like the cedars of Lebanon And I passed by and behold he was not And I sought for him But his place was not found Keep innocence and behold uprightness For this is the remnant for the peaceful man But transgressors shall be utterly destroyed together The remnants of the ungodly shall be utterly destroyed Now the salvation of the righteous is from the Lord And He is their protector in time of affliction And the Lord shall help them and deliver them And He shall deliver them from sinners And save them because they hope in Him
God with with us,SBERT,8.43,Psalter,134,"Praise ye the name of the Lord; O ye servants, praise the Lord, Ye that stand in the house of the Lord, in the courts of the house of our God. Praise the Lord, for the Lord is good; sing praises unto His name, for it is good. For the Lord hath chosen Jacob unto Himself, and Israel for His own possession. For I know that the Lord is great, and that our Lord is above all gods. Whatsoever the Lord willed, that hath He done, in heaven, and in earth, in the seas and all deep places. He bringeth up clouds from the ends of the earth; He made lightnings for the rain; He bringeth winds out of His treasuries. He smote the firstborn of Egypt, from man unto beast. He sent signs and wonders into the midst of thee, O Egypt; unto Pharaoh, and unto all his servants. He smote many nations, and slew mighty kings: Sihon, king of the Amorites, and Og, the king of Bashan; and all the kingdoms of Canaan. And gave their lands for an heritage, an heritage unto Israel His people. Thy name, O Lord, endureth for ever; and Thy memorial from generation to generation. For the Lord will judge His people, and be entreated concerning His servants. The idols of the heathen are silver and gold, the work of men's hands. They have a mouth, but they speak not; eyes have they, but they see not. They have ears, but they hear not; neither is there any breath in their mouths. Let those who make them be like unto them, yea, all that trusteth in them. Bless the Lord, O house of Israel. Bless the Lord, O house of Aaron. Bless the Lord, O house of Levi. Ye that fear the Lord, bless the Lord. Blessed be the Lord out of Zion, Who dwelleth at Jerusalem."
God with with us,SBERT,8.33,Bible,50,For the End a psalm by David 2when Nathan the prophet came to him at the time he went in to Bathsheba Have mercy on me O God according to Your great mercy And according to the abundance of Your compassion blot out my transgression Wash me thoroughly from my lawlessness And cleanse me from my sin For I know my lawlessness And my sin is always before me Against You only have I sinned And done evil in Your sight That You may be justified in Your words And overcome when You are judged For behold I was conceived in transgressions And in sins my mother bore me Behold You love truth You showed me the unknown and secret things of Your wisdom You shall sprinkle me with hyssop and I will be cleansed You shall wash me and I will be made whiter than snow You shall make me hear joy and gladness My bones that were humbled shall greatly rejoice Turn Your face from my sins And blot out all my transgressions Create in me a clean heart O God And renew a right spirit within me Do not cast me away from Your presence And do not take Your Holy Spirit from me Restore to me the joy of Your salvation And uphold me with Your guiding Spirit I will teach transgressors Your ways And the ungodly shall turn back to You Deliver me from bloodguiltiness O God the God of my salvation And my tongue shall greatly rejoice in Your righteousness O Lord You shall open my lips And my mouth will declare Your praise For if You desired sacrifice I would give it You will not be pleased with whole burnt offerings A sacrifice to God is a broken spirit A broken and humbled heart God will not despise Do good O Lord in Your good pleasure to Zion And let the walls of Jerusalem be built Then You will be pleased with a sacrifice of righteousness With offerings and whole burnt offerings Then shall they offer young bulls on Your altar
God with with us,TF-IDF,42.541224084468105,Bible,67,For the End a psalm of an ode by David Let God arise and let His enemies be scattered And let those who hate Him flee from before His face As smoke vanishes so let them vanish As wax melts before the fire So let the sinners perish from the face of God And let the righteous be glad Let them greatly rejoice before God Let them be glad with merriment Sing to God sing to His name Make ready the way for Him Who rides upon the sunset His name is the Lord And greatly rejoice before Him Let them be troubled before His face He who is the father of orphans and the judge of widows God is in His holy place God settles the solitary in a house With courage He leads out those in bondage Likewise those who rebel who dwell in tombs O God when You went forth before Your people When You passed through the desert Pause The earth shook truly the heavens let the rain fall Before the face of the God of Sinai Before the face of the God of Israel You O God willingly grant rain to Your inheritance And it was weakened but You restored it Your creatures are dwelling in it In Your goodness O God You provide for the poor The Lord will give His word To those proclaiming the gospel with great power He who is the King of hosts of the beloved That He may divide the booty for the beauty of the house If you fall asleep in the midst of your portions You will have the wings of a dove all covered with silver And her back with yellow gold Pause When the heavenly One appoints kings over it They shall become as white as the snow on Zalmon The mountain of God is a fertile mountain A mountain richly curdled with milk a fat mountain Why do you think about other mountains richly curdled with milk This is the mountain God consented to dwell in Truly the Lord will lodge in it to the end Gods chariot is ten thousandfold Thousands abounding in numbers The Lord is among them at Sinai in the holy place You ascended on high You led captivity captive You received gifts for mankind Truly for the disobedient so they may dwell there The Lord God is blessed Blessed is the Lord from day to day The God of our salvation will bring prosperity upon us Pause Our God is the God who saves us And the issues of death belong to the Lords Lord But God will crush the heads of His enemies The hairy head of those who continue in their transgressions The Lord said I will return from Bashan I will return in the depths of the sea So your foot may be dipped in blood The tongue of your dogs in the blood of your enemies Your processionals were seen O God The processionals of my God and my King in the holy place The rulers drew near singers followed after In the midst of them came young maidens playing timbrels Bless God in the churches The Lord from the fountains of Israel There is the young Benjamin in ecstasy The rulers of Judea are their leaders The rulers of Zebulun and Naphtali Give command O God to Your power Strengthen O God what You accomplished in us Because of Your temple at Jerusalem Kings will bring gifts to You Rebuke the wild beasts of the reed The herd of bulls among the heifers of the peoples Lest they shut out those proven in silver Scatter the nations that desire wars Ambassadors shall come out of Egypt Ethiopia shall draw near to stretch out its hand to God Sing to God you kingdoms of the earth sing to the Lord Pause Sing to God who rides upon the heaven of heavens towards the east Behold He will speak with His voice a voice of power Give glory to God His magnificence is over Israel And His power is in the clouds God is wondrous in His saints The God of Israel shall give power and strength to His people Blessed is God
God with with us,TF-IDF,40.551551092302056,Bible,42,A psalm by David Judge me O God and pass judgment in my cause against an unholy nation Deliver me from the unjust and deceitful man For You O God are my strength Why do You cast me off Why do I go about with a sad face when my enemy afflicts me Send out Your light and Your truth They guided me and led me to Your holy mountain And to Your tabernacles And I will come to the altar of God To the God who makes glad my youth I will give thanks to You with the lyre O God my God Why are you so sad O my soul And why do you trouble me Hope in God for I will give thanks to Him My God is the salvation of my countenance
God with with us,TF-IDF,37.83124125838492,Psalter,67,"Let God arise, and let His enemies be scattered; let them also that hate Him flee from before His face. As smoke vanisheth, so let them vanish away; as wax melteth before the fire, so let sinners perish at the presence of God. But let the righteous be glad; let them rejoice before God; let them delight with gladness. Sing unto God, sing praises to His name; prepare the way for Him that rideth upon the setting of the sun. The Lord is His name; yea, rejoice before Him. Let them be troubled at the presence of Him that is a father of the fatherless, and a judge for the widows: even God in His holy place. God settleth the solitary in a house; He bringeth out with might those which were imprisoned; yea, likewise them that embitter Him, that dwell in sepulchres. O God, when Thou wentest forth before Thy people, when Thou didst pass through the wilderness, The earth shook, the heavens also dropped dew at the presence of the God of Sinai, at the presence of the God of Israel. Thou, O God, shalt ordain a gracious rain for Thine inheritance; yea, it was weary, but Thou shalt restore it. Thy creatures shall dwell therein; Thou, O God, hast provided of Thy goodness for the poor. The Lord shall give the word to them that preach good tidings with great power. The king of the hosts of his beloved shall divide the spoils for the beauty of the house. Though ye sleep among the lots, yet shall ye have the wings of a dove covered with silver, and her pinions with yellow gold. When He that is in heaven appointeth kings over her, they shall be white as snow in Salmon. The mountain of God is a rich mountain, a curdled mountain, a rich mountain. Wherefore do ye suppose that there be other curdled mountains? This is the mountain wherein God is well pleased to dwell; yea, the Lord will dwell in it for ever. The chariots of God are ten thousands, yea, thousands of them abounding; the Lord is among them in Sinai, in His holy place. Thou hast ascended on high, Thou hast led captivity captive; Thou hast received gifts among men, yea, though they were rebellious, that Thou mightest dwell therein. Blessed be the Lord, blessed be the Lord day by day; the God of our salvation shall prosper us along the way. Our God is the God of salvation, and of the Lord, the Lord, are the issues of death. But God shall crush the heads of His enemies, the hairy crown of them that go on in their trespasses. The Lord said, I will bring again from Bashan, I will bring My people again through the depths of the sea, That thy foot may be dipped in blood, and the tongue of thy dogs in that of thine enemies. Thy goings have been seen, O God, the goings of my God, of my King in His sanctuary. The princes went before, and after them the singers, in the midst of damsels playing with timbrels. Bless ye God in the congregations, even the Lord, from the fountains of Israel. There is Benjamin the younger, in ecstasy; the princes of Judah their rulers; the princes of Zebulun; the princes of Naphtali. Command Thy power, O God; strengthen, O God, that which Thou hast wrought in us. Because of Thy temple at Jerusalem shall kings bring presents unto Thee. Rebuke the wild beasts of the reeds, the congregation of bulls among the heifers of the peoples, lest they shut them out that have been tried like silver. Scatter Thou the peoples that delight in war. Ambassadors shall come out of Egypt; Ethiopia shall hasten to stretch out her hands unto God. Sing unto God, ye kingdoms of the earth; O sing praises unto the Lord, to Him that rideth upon the heaven of heavens toward the dayspring. Lo, He will give to His voice a voice of power. Ascribe ye glory unto God; His magnificence is over Israel, and His strength is in the clouds. God is wonderful in His saints; the God of Israel is He that will give power and strength unto His people. Blessed be God."
God with with us,TF-IDF,35.1443118644157,Bible,41,For the End for understanding for the sons of Korah As the deer longs for the springs of waters So my soul longs for You O God My soul thirsts for the living God When shall I come and appear before the face of God My tears were my bread day and night When they said to me each day Where is your God I remembered these things and poured out my soul within me For I shall enter the place of the wondrous tabernacle even the house of God To celebrate a festival with a voice of great joy and praise Why are you so sad O my soul And why do you trouble me Hope in God for I will give thanks to Him My God is the salvation of my countenance My soul within me was troubled Therefore I will remember You From the land of the Jordan and Hermon From the small mountain Deep calls to deep at the sound of Your waterfalls All Your waves and billows went over me By day the Lord shall command His mercy And by night His ode will be with me A prayer to the God of my life I will say to God You are my protector Why have You forgotten me Why do I go about with a sad face when my enemies afflict me Those who afflict me revile me when they break my bones When they speak to me each day saying Where is your God Why are you so sad O my soul And why do you trouble me Hope in God for I will give thanks to Him My God is the salvation of my countenance
